Gene	TCGA-A6-2682-01A	TCGA-A6-2683-01A	TCGA-A6-2685-01A	TCGA-A6-2686-01A	TCGA-A6-5662-01A	TCGA-A6-5667-11A	TCGA-AA-3489-11A	TCGA-AA-3496-11A	TCGA-AA-3511-11A	TCGA-AA-3514-11A
SLC22A16	6	0	4	8	9	3	2	1	5	2
SLC22A17	103	35	522	181	266	423	902	1039	527	266
SLC22A18	1265	3126	2222	2391	1712	5977	1887	2118	4703	3509
SLC22A18AS	129	637	233	247	309	1270	957	768	1725	1749
SLC22A2	1	3	2	2	55	3	11	7	0	0
SLC22A20	9	27	11	41	130	25	10	4	11	30
SLC22A23	229	855	785	894	1585	7386	1076	1732	6325	3719
SLC22A24	0	0	0	1	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0	0	0	0	0
SLC22A3	141	662	303	480	894	145	198	462	83	129
SLC22A31	16	4	95	23	23	12	10	11	26	18
SLC22A4	32	19	69	202	52	337	48	91	262	151
SLC22A5	280	380	575	856	784	3242	1022	1202	2443	8657
SLC22A6	0	0	0	1	0	0	0	0	0	0
SLC22A7	0	4	0	2	0	2	0	0	1	0
SLC22A8	1	0	0	0	0	1	0	0	0	0
SLC22A9	3	1	2	1	0	2	0	0	0	0
SLC23A1	13	19	27	37	84	354	50	163	240	457
SLC23A2	145	488	510	664	569	1339	744	896	1581	663
SLC23A3	11	52	24	141	52	124	7	102	62	276
SLC24A1	170	187	220	278	1120	513	238	247	587	335
SLC24A2	9	0	11	119	25	7	8	12	5	4
SLC24A3	143	171	507	487	325	564	1031	924	593	315
SLC24A4	6	5	15	31	8	31	33	33	41	46
SLC24A5	0	0	0	0	0	0	1	0	1	0
SLC25A1	2936	4724	3729	5971	3741	6503	4090	2704	5619	6908
SLC25A10	512	1596	926	1002	1003	1275	770	444	1061	1567
SLC25A11	931	1594	1542	6879	3325	4507	4356	2645	4258	4575
SLC25A12	161	309	538	869	1139	1347	1603	1529	1277	1113
SLC25A13	557	288	624	1678	1966	2099	1029	960	2121	2827
SLC25A14	135	75	230	671	366	196	278	125	191	208
SLC25A14P1	0	0	0	0	0	1	0	0	0	1
SLC25A15	126	362	173	663	1024	381	361	154	471	346
SLC25A15P1	0	0	0	0	0	0	0	0	0	0
SLC25A15P2	0	0	0	0	0	0	0	0	0	0
SLC25A15P3	0	0	0	0	2	7	0	2	3	3
SLC25A15P5	0	0	0	3	0	0	0	0	0	0
SLC25A16	222	261	456	901	952	1025	1102	545	985	923
SLC25A17	175	139	370	904	452	606	741	405	685	698
SLC25A18	17	3	18	28	24	28	63	49	26	30
SLC25A18P1	0	0	0	0	0	0	0	0	0	0
SLC25A19	104	190	280	969	284	422	364	177	433	369
SLC25A1P1	1	8	2	3	0	2	2	0	0	1
SLC25A1P2	0	0	0	0	0	0	0	0	0	0
SLC25A1P3	0	0	0	0	0	0	0	0	0	0
SLC25A1P4	0	0	0	0	0	0	0	0	0	0
SLC25A1P5	0	2	0	0	4	4	2	4	5	1
SLC25A2	4	0	2	7	1	0	0	0	3	0
SLC25A20	283	363	587	768	810	2720	1898	1515	2634	3772
SLC25A20P1	0	0	0	0	1	0	0	0	0	0
SLC25A21	1	1	5	1	12	16	36	37	16	6
SLC25A21-AS1	6	13	9	2	44	39	56	63	77	23
SLC25A22	435	864	720	2569	1935	962	1120	397	873	2034
SLC25A23	393	1895	1675	2749	6244	11856	5892	5786	8687	9442
SLC25A24	655	253	678	3587	2352	4686	3943	2440	4587	5522
SLC25A24P1	0	0	2	1	1	0	1	0	1	2
SLC25A24P2	1	0	0	0	0	0	0	0	0	0
SLC25A25	551	873	958	1471	1752	2488	562	471	1296	1234
SLC25A25-AS1	546	1153	641	1557	1548	3839	639	767	2334	2541
SLC25A26	338	326	470	1314	2211	775	1116	720	887	635
SLC25A27	46	71	78	184	423	154	76	117	158	32
SLC25A28	187	606	780	1249	1198	1338	1739	843	1014	1462
SLC25A29	345	529	691	2601	991	759	330	309	760	211
SLC25A3	6134	7328	9955	29073	11843	25343	21238	15769	22849	34135
SLC25A30	43	88	185	430	817	502	951	519	565	709
SLC25A30-AS1	0	6	2	5	15	10	3	0	15	4
SLC25A31	0	1	0	0	1	0	0	1	0	0
SLC25A32	300	158	338	1773	2445	686	939	550	936	720
SLC25A33	116	107	191	751	404	541	481	312	355	609
SLC25A34	2	10	26	44	41	1020	132	489	704	1307
SLC25A35	54	163	98	325	197	544	209	222	383	409
SLC25A36	361	209	492	4991	3119	1536	1801	1332	1752	1158
SLC25A36P1	0	0	0	0	1	1	0	1	1	0
SLC25A37	392	566	874	2485	823	1462	1184	653	1418	1671
SLC25A38	505	547	812	2869	2351	2048	1798	1142	2364	2324
SLC25A38P1	1	4	0	1	1	0	1	0	2	1
SLC25A39	3730	10276	6999	13924	8671	7217	7301	3819	7367	9265
SLC25A39P1	0	4	5	2	1	0	0	0	0	0
SLC25A39P2	0	0	0	0	0	0	0	0	0	0
SLC25A3P1	0	0	0	0	0	0	0	0	0	0
SLC25A3P2	2	4	2	1	1	0	0	0	0	2
SLC25A4	573	920	1118	1925	2186	2185	5011	3730	1904	1812
SLC25A40	166	35	306	2007	1120	1048	1248	687	1286	1164
SLC25A41	0	23	3	14	10	7	6	15	14	21
SLC25A42	82	287	203	534	561	517	307	396	657	493
SLC25A43	507	755	662	1915	1435	1959	1223	767	1467	2361
SLC25A44	307	721	650	1228	1648	2240	1312	937	1892	2409
SLC25A45	109	66	224	301	518	473	204	138	477	226
SLC25A46	512	230	1177	2300	3672	2412	3888	1961	2948	3916
SLC25A47	13	0	7	15	12	3	2	0	7	3
SLC25A47P1	0	0	0	0	0	6	0	5	26	4
SLC25A48	5	11	11	40	6	99	163	35	54	156
SLC25A5	13125	58696	23713	65627	16397	36517	32623	20487	32554	62582
SLC25A5-AS1	16	75	76	78	28	63	63	52	75	59
SLC25A51	90	126	152	669	522	445	328	213	296	350
SLC25A51P1	0	0	0	0	0	0	0	0	0	0
SLC25A51P2	0	0	0	0	0	0	0	0	0	0
SLC25A51P3	0	0	0	0	0	0	0	0	0	0
SLC25A52	0	0	0	1	0	1	0	2	0	0
SLC25A53	45	81	98	316	162	169	162	85	228	143
SLC25A5P1	2	50	6	8	16	10	3	3	24	11
SLC25A5P2	2	69	7	12	4	2	2	1	2	4
SLC25A5P3	10	40	5	16	2	2	3	1	3	10
SLC25A5P4	1	0	0	0	1	0	0	0	0	0
SLC25A5P5	21	40	8	35	20	5	7	6	19	18
SLC25A5P6	0	4	1	6	2	1	1	0	1	6
SLC25A5P7	0	9	1	6	1	1	0	1	2	5
SLC25A5P8	0	2	0	4	0	0	1	0	1	2
SLC25A5P9	1	0	0	0	0	0	0	0	1	0
SLC25A6	16084	207562	39204	55065	46094	36394	33550	24529	40189	30521
SLC25A6P1	0	0	1	0	0	0	0	1	0	0
SLC25A6P2	16	492	40	6	5	2	2	1	1	1
SLC25A6P3	0	2	0	2	0	0	0	0	0	0
SLC25A6P4	0	1	0	0	0	1	0	0	0	0
SLC25A6P5	1	2	0	2	1	2	0	0	0	0
SLC25A6P6	1	1	0	0	0	0	0	0	0	0
SLC26A1	23	225	94	147	344	251	35	42	171	116
SLC26A10	6	4	19	4	8	17	21	18	7	2
SLC26A11	64	260	289	1091	622	536	342	320	417	273
SLC26A2	815	244	1570	455	976	117037	5243	28703	80228	112736
SLC26A3	2007	1018	3760	129	2303	123305	45189	73668	145323	356740
SLC26A4	8	2	7	61	36	35	85	31	46	9
SLC26A4-AS1	1	0	1	2	3	10	12	1	12	2
SLC26A5	0	0	1	18	1	4	2	2	6	2
SLC26A6	893	3752	1755	3038	3170	5156	1158	1104	3537	2972
SLC26A7	1	0	7	33	3	25	42	15	58	13
SLC26A8	4	21	10	78	10	40	7	8	38	14
SLC26A9	0	2	9	35	4	1	0	0	12	2
SLC27A1	120	1313	727	636	1398	580	355	523	452	307
SLC27A2	489	229	518	1642	1583	1833	1016	1291	1609	2538
SLC27A3	271	381	818	1119	1277	1171	741	1048	1209	908
SLC27A4	888	2460	1993	2753	1655	4019	1375	2063	3390	5505
SLC27A5	128	1370	567	2352	196	117	338	123	108	137
SLC27A6	0	0	4	2	5	89	27	19	98	13
SLC28A1	5	2	5	2	1	0	4	0	1	3
SLC28A2	51	1	382	10	2	3847	50	81	6766	136
SLC28A3	52	62	22	246	23	73	92	30	104	94
SLC29A1	1155	2247	2080	3214	6222	1371	2012	3347	1601	964
SLC29A2	491	1208	638	1587	1561	1696	646	339	1260	1474
SLC29A3	148	585	754	889	731	487	344	307	583	356
SLC29A4	163	16	125	501	169	453	216	145	644	138
SLC29A4P1	0	0	0	0	0	0	0	0	0	0
SLC29A4P2	1	0	0	0	0	0	0	0	0	0
SLC2A1	6532	2768	8473	7611	17725	6522	1519	1822	3839	4170
SLC2A1-AS1	9	4	16	13	45	7	21	16	4	4
SLC2A10	292	44	957	1410	1509	1808	941	723	2242	637
SLC2A11	54	182	172	684	284	460	236	310	456	125
SLC2A12	0	46	125	85	1621	78	259	122	125	21
SLC2A13	56	38	171	783	618	1479	1487	1140	1918	2844
SLC2A13P1	0	0	0	0	0	0	0	0	0	0
SLC2A14	4	2	23	6	116	29	4	8	16	13
SLC2A2	0	0	0	2	0	1	4	0	0	1
SLC2A3	785	35	768	4766	2941	1729	620	403	715	595
SLC2A3P1	0	0	0	0	0	0	0	0	0	0
SLC2A3P2	0	1	1	1	2	0	1	0	5	1
SLC2A3P4	4	0	0	1	2	1	0	0	3	3
SLC2A4	37	49	301	100	135	314	913	2138	99	652
SLC2A4RG	521	2100	1734	1167	3710	1754	2038	1749	2007	1556
SLC2A5	160	94	191	489	46	700	285	328	803	1733
SLC2A6	75	67	150	557	385	389	323	135	433	199
SLC2A7	0	0	1	4	2	4	0	1	3	1
SLC2A8	641	2218	1329	1130	992	1185	959	691	1171	826
SLC2A9	73	112	183	259	334	199	181	135	175	228
SLC30A1	493	399	753	1770	6047	4004	2014	2014	2651	5254
SLC30A10	0	0	12	10	0	1144	185	190	833	2728
SLC30A2	47	193	31	7	267	27	14	30	22	10
SLC30A3	6	4	1	2	10	9	2	6	5	0
SLC30A4	87	56	245	491	494	1234	474	484	1035	911
SLC30A5	443	570	937	1941	4043	2099	2395	1370	2854	2375
SLC30A6	300	206	560	2200	2325	1328	1538	915	1695	1653
SLC30A7	279	165	364	1823	1156	1320	1316	775	1613	1776
SLC30A8	6	0	3	11	0	13	17	10	26	30
SLC30A9	703	329	1317	1988	5038	3599	4234	2360	4375	4423
SLC31A1	772	1072	1192	5190	3116	3278	4724	1862	3562	7088
SLC31A1P1	0	4	0	1	1	0	1	0	0	0
SLC31A2	40	16	64	196	31	109	151	61	89	131
SLC32A1	0	0	1	0	0	4	0	0	0	7
SLC33A1	328	248	513	2047	2913	1701	2086	1031	2225	2326
SLC34A1	0	5	2	2	1	1	1	0	1	1
SLC34A2	3	0	0	43	4	2	2	4	5	0
SLC34A3	7	16	30	13	18	10	2	3	7	1
SLC35A1	171	56	315	528	563	1061	1401	620	1231	739
SLC35A2	1050	2641	1833	3857	3770	2929	2278	1012	2843	2542
SLC35A3	650	343	500	2678	2446	6791	5333	2904	7164	7350
SLC35A4	1127	3376	2949	2953	4699	7359	4782	3278	7183	7890
SLC35A5	262	105	486	1688	1795	1519	1423	557	1584	1894
SLC35B1	420	705	930	4108	2836	1612	3107	908	1716	2712
SLC35B2	1067	1315	1706	2829	5619	2753	3339	1778	3224	2427
SLC35B3	435	367	550	1293	1590	2395	1656	1254	2414	2844
SLC35B4	181	127	400	961	591	477	594	575	635	495
SLC35C1	985	2746	1918	2246	3993	5766	3316	2024	4545	5412
SLC35C2	1098	1579	1947	3432	8800	3052	1826	1208	3040	2288
SLC35D1	467	495	778	1670	2136	9334	3255	3028	7961	8165
SLC35D2	532	354	1242	2590	4314	3707	2697	1933	2192	5253
SLC35D3	96	887	96	118	32	8	33	28	6	4
SLC35E1	626	1734	1642	2687	3247	3325	1799	1599	3334	3062
SLC35E1P1	0	2	0	6	8	4	1	2	4	1
SLC35E2	13	27	9	47	181	98	81	30	138	62
SLC35E2B	247	660	822	1127	2788	3105	915	821	2730	2283
SLC35E3	126	109	212	408	209	580	408	386	545	461
SLC35E4	407	1236	587	238	467	312	178	187	368	390
SLC35F1	4	2	51	13	15	40	221	154	54	53
SLC35F2	506	333	765	2439	1457	2398	1116	931	2161	2824
SLC35F3	0	1	3	5	11	7	11	1	3	5
SLC35F4	0	0	0	2	2	2	2	2	1	5
SLC35F5	503	318	1005	1180	3852	2346	3425	1763	3004	3537
SLC35F6	518	1364	1298	2740	2519	1886	1251	1273	1613	3121
SLC35G1	50	55	92	1156	277	1216	682	428	963	1498
SLC35G2	24	17	49	180	49	46	177	146	66	44
SLC35G3	0	0	0	0	0	0	1	0	0	0
SLC35G4	0	0	0	0	0	0	0	0	0	0
SLC35G5	0	0	0	4	0	2	1	1	3	2
SLC35G6	0	0	1	3	1	2	0	0	1	1
SLC36A1	130	469	720	714	794	8134	654	1358	5147	7089
SLC36A2	0	0	0	1	0	1	0	0	0	0
SLC36A3	0	0	1	0	0	0	0	0	0	1
SLC36A4	145	15	87	803	340	265	571	385	479	317
SLC37A1	680	1428	1719	2054	1668	5211	3713	2105	4190	5803
SLC37A2	84	188	664	902	204	961	288	457	1330	1368
SLC37A3	763	478	1860	2344	2264	2515	2009	1178	2480	2780
SLC37A4	597	966	1389	2026	2263	3488	2078	1168	2543	2786
SLC38A1	1272	1616	2787	8316	23464	9221	5511	5774	10548	12818
SLC38A10	1426	3998	3274	3501	6162	9067	3380	3239	8745	6895
SLC38A11	7	0	9	6	47	92	61	35	218	45
SLC38A2	1193	406	2734	7477	13605	4744	4441	4861	5547	4457
SLC38A3	14	3	35	2	738	12	4	9	13	2
SLC38A4	55	7	27	21	39	587	38	492	189	429
SLC38A5	1654	3260	4929	250	2696	988	1740	482	1248	1813
SLC38A6	51	26	185	395	142	195	342	156	188	214
SLC38A7	188	610	643	1000	1259	796	479	347	778	763
SLC38A8	0	4	0	1	0	0	1	2	0	0
SLC38A9	83	54	200	407	776	519	446	375	599	751
SLC39A1	1543	3234	2838	6719	6456	4349	5548	3201	4687	5246
SLC39A10	305	492	550	1125	3345	441	425	245	666	479
SLC39A11	577	1657	1298	2214	1673	2380	1393	1039	2880	2221
SLC39A12	0	0	0	4	0	3	4	0	9	0
SLC39A12-AS1	0	0	0	0	0	0	0	0	0	0
SLC39A13	471	743	1238	1536	2221	1187	1335	1026	1072	722
SLC39A14	1804	1361	3624	9824	3672	10614	4450	3801	9621	8117
SLC39A2	33	87	12	1	0	81	30	21	76	69
SLC39A3	313	865	718	737	1062	716	574	422	741	675
SLC39A4	2868	5411	5031	6480	14996	3072	1062	1089	3043	5189
SLC39A5	1696	1746	1353	2739	7558	11442	3268	3968	7192	7460
SLC39A6	282	318	607	1533	2427	867	1066	1075	1221	803
SLC39A7	1600	3002	3252	4818	7647	11022	7406	4448	12299	11890
SLC39A8	768	312	877	2092	3133	6216	6059	1657	4976	6114
SLC39A9	1042	1118	1859	6028	3542	4272	3663	2348	4546	5853
SLC3A1	140	242	117	651	142	1843	42	805	726	1126
SLC3A2	2395	6424	5437	8105	11774	4356	2346	2594	3975	4129
SLC40A1	4856	4202	5836	11023	7349	9221	25133	8624	15416	19024
SLC41A1	95	324	365	1317	996	564	600	637	838	378
SLC41A2	183	77	309	953	340	2234	866	1029	1821	3569
SLC41A3	673	1886	1449	2638	3178	1671	1233	1466	1789	1053
SLC43A1	446	971	457	1809	2102	776	637	686	1064	553
SLC43A2	493	1311	1033	1983	2447	2030	1326	1388	2461	1608
SLC43A3	236	36	400	2906	330	369	605	504	532	527
SLC44A1	2165	1994	2824	13798	7924	14641	9054	7380	14837	19530
SLC44A2	1459	3032	2547	4525	8377	10995	4632	4931	11011	11529
SLC44A3	397	763	362	1402	2512	3885	1475	1092	3133	2552
SLC44A4	2842	8150	5970	7545	16616	43460	24493	15245	37424	51070
SLC44A5	59	0	5	618	476	862	225	127	522	264
SLC45A1	25	13	59	58	88	61	96	101	55	26
SLC45A2	3	4	5	9	3	15	2	8	23	12
SLC45A3	147	304	409	1223	872	1825	576	602	1831	1033
SLC45A4	352	1121	691	1240	1727	1428	823	656	1596	2209
SLC46A1	37	83	73	368	309	914	162	146	904	284
SLC46A2	4	0	27	24	8	7	8	5	8	5
SLC46A3	158	98	314	502	1251	2876	1784	1583	2061	5984
SLC47A1	3	3	119	38	33	104	122	106	112	78
SLC47A2	0	0	2	11	11	11	4	9	7	16
SLC48A1	303	727	889	1205	2888	1116	1118	959	1245	712
SLC4A1	0	5	1	2	0	4	4	1	2	0
SLC4A10	2	1	8	9	9	198	77	62	199	95
SLC4A11	50	195	85	254	666	33	14	13	41	14
SLC4A1AP	191	149	413	1385	1783	1186	907	720	1393	1220
SLC4A1APP1	2	2	4	0	0	0	1	0	1	3
SLC4A1APP2	0	0	0	0	0	0	0	0	0	0
SLC4A2	1012	2595	2854	7953	4135	3778	2624	2411	3582	3117
SLC4A3	20	23	137	30	205	84	129	178	67	34
SLC4A4	22	3	358	386	45	17307	4208	4570	14163	24294
SLC4A5	0	3	3	35	10	31	18	15	32	18
SLC4A7	138	33	195	1028	967	609	917	736	976	435
SLC4A8	51	104	71	51	319	88	45	38	172	69
SLC4A9	0	4	2	2	6	25	3	0	8	9
SLC50A1	531	537	933	3415	1332	2986	7849	1515	3508	6128
SLC51A	119	23	73	574	76	516	76	980	177	5556
SLC51B	46	41	110	238	222	2501	2352	1645	1630	5935
SLC52A1	14	10	35	37	56	91	36	128	31	331
SLC52A2	1876	5448	3687	2697	8741	3297	1831	1328	2818	3222
SLC52A3	728	1690	1012	1710	837	1921	461	954	1897	1886
SLC5A1	488	3257	2169	3435	4228	1961	3513	1273	2715	8399
SLC5A10	0	4	5	21	6	17	2	6	36	15
SLC5A11	3	4	2	311	17	52	0	27	86	51
SLC5A12	4	0	7	119	8	54	8	19	31	37
SLC5A2	3	18	30	83	63	35	19	9	32	26
SLC5A3	149	122	350	3231	753	1591	862	891	2189	1582
SLC5A4	3	3	11	11	8	2	1	0	5	0
SLC5A4P1	0	0	0	0	0	0	0	0	0	0
SLC5A5	0	0	1	3	2	7	1	0	6	3
SLC5A6	1191	4732	2353	3451	5452	1800	1022	708	2120	2046
SLC5A7	0	0	18	4	13	15	234	139	50	12
SLC5A8	5	1	0	1	0	12	24	18	56	40
SLC5A9	56	23	107	60	762	230	20	56	142	28
SLC6A1	12	23	23	24	39	15	9	16	14	5
SLC6A1-AS1	0	0	1	0	0	1	0	1	1	0
SLC6A10P	0	1	0	0	0	0	0	0	1	3
SLC6A11	0	1	0	1	0	6	6	2	3	0
SLC6A12	16	4	75	177	99	83	159	29	258	244
SLC6A13	0	1	1	58	5	6	1	0	1	1
SLC6A14	57	25	245	131	38	37	1354	23	295	70
SLC6A15	0	0	5	1	5	15	59	45	20	19
SLC6A16	7	13	6	17	7	39	36	45	96	19
SLC6A17	2	3	15	5	12	16	45	52	14	9
SLC6A18	0	10	1	0	10	12	3	0	11	7
SLC6A19	0	8	366	1	6	2802	451	322	3202	1560
SLC6A2	0	2	3	0	1	16	2	19	5	1
SLC6A20	194	655	572	783	2898	55	46	230	27	56
SLC6A21P	0	3	0	5	1	3	1	0	3	1
SLC6A3	0	3	3	3	4	5	2	0	3	0
SLC6A4	64	51	64	144	531	26	3	80	14	156
SLC6A5	0	0	0	0	0	1	3	2	1	1
SLC6A6	985	1682	2333	2085	6383	711	500	497	1486	694
SLC6A6P1	0	0	0	0	0	0	0	0	0	0
SLC6A7	54	103	44	124	30	602	46	49	338	80
SLC6A8	3097	3900	3856	6440	762	9994	4137	4112	7222	15325
SLC6A9	131	1112	259	301	569	1424	663	1041	1623	5606
SLC7A1	981	5253	2055	4371	9460	3193	2256	1874	4174	4529
SLC7A10	2	2	16	2	14	6	2	6	10	1
SLC7A11	67	32	277	214	1157	147	142	63	326	151
SLC7A11-AS1	1	1	2	1	5	6	2	0	7	0
SLC7A13	0	0	0	0	0	0	0	0	0	0
SLC7A14	0	0	20	1	7	39	110	162	57	54
SLC7A15P	0	0	0	0	0	0	0	0	0	0
SLC7A2	54	0	92	88	216	394	387	551	666	112
SLC7A3	2	1	0	1	0	10	3	5	13	3
SLC7A4	32	166	155	260	470	138	115	95	365	175
SLC7A5	1263	12099	4009	5218	4570	776	667	653	1228	1256
SLC7A5P1	8	51	31	49	10	6	8	1	5	5
SLC7A5P2	0	0	0	0	0	0	0	0	0	0
SLC7A6	131	719	545	536	2247	779	317	205	793	398
SLC7A6OS	72	159	177	432	499	247	249	179	286	226
SLC7A7	214	112	1148	2869	466	741	959	679	784	1025
SLC7A8	518	1301	1331	1455	2932	2697	1471	933	2313	1712
SLC7A9	2	1	6	155	17	12	5	5	6	5
SLC8A1	58	70	373	581	403	518	1873	2079	460	699
SLC8A1-AS1	0	0	2	0	7	0	3	0	4	2
SLC8A2	36	10	145	239	246	81	157	529	5	62
SLC8A3	2	2	10	4	1	29	15	26	37	29
SLC8B1	411	824	1188	1500	817	3038	1146	1071	2563	2752
SLC9A1	377	1901	1707	2257	1363	10661	1870	3319	8379	10549
SLC9A2	324	366	344	582	190	6054	1529	1875	5115	4257
SLC9A3	68	339	505	30	408	1014	184	3928	3487	30491
SLC9A3P1	0	0	0	0	0	0	0	0	0	0
SLC9A3P2	0	0	0	0	0	0	0	0	0	1
SLC9A3P3	0	0	0	6	1	2	0	0	1	1
SLC9A3R1	1595	2159	3402	5107	6801	8234	3067	4287	7402	16340
SLC9A3R2	894	2014	2740	1421	2340	2253	1883	1614	3511	1441
SLC9A4	1	2	1	1	2	5	1	10	11	7
SLC9A5	20	48	31	87	28	49	15	10	50	16
SLC9A6	216	332	461	1232	829	952	904	858	1039	1464
SLC9A7	48	14	111	1226	118	166	158	174	527	135
SLC9A7P1	3	0	9	12	20	10	36	14	10	6
SLC9A8	285	865	779	1131	3004	2350	847	903	1931	2290
SLC9A9	33	20	194	304	82	455	697	733	526	519
SLC9A9-AS1	0	0	0	0	0	0	0	0	0	1
SLC9A9-AS2	0	0	0	0	0	0	0	0	2	1
SLC9B1	3	3	11	23	22	16	20	13	15	10
SLC9B1P1	0	0	0	0	0	0	0	0	0	0
SLC9B1P2	0	0	0	0	0	0	0	0	0	0
SLC9B1P3	0	0	0	0	0	0	0	0	0	0
SLC9B1P4	0	0	0	0	0	0	0	0	0	0
SLC9B2	108	38	190	694	613	115	422	239	216	93
SLC9C1	2	1	3	10	18	17	4	2	29	12
SLC9C2	4	0	0	1	1	0	0	0	1	1
SLCO1A2	10	0	0	129	10	2	1	0	4	0
SLCO1B1	0	0	0	3	0	0	0	0	0	0
SLCO1B3	35	6	4	324	0	3	1	4	0	0
SLCO1B7	0	1	0	3	0	0	0	0	0	0
SLCO1C1	0	1	10	8	8	30	25	14	20	26
SLCO2A1	186	531	979	399	1103	3024	1675	2448	4196	11482
SLCO2B1	698	1265	2505	5813	4646	4890	2300	3064	5257	4100
SLCO3A1	149	466	795	632	822	757	637	519	829	797
SLCO4A1	172	4835	2406	1830	6841	449	280	188	389	303
SLCO4A1-AS1	4	170	232	47	4521	56	44	14	67	20
SLCO4C1	7	4	13	4	18	139	73	49	241	230
SLCO5A1	80	6	30	107	216	58	60	18	87	62
SLCO6A1	0	0	0	2	0	0	0	0	0	1
SLED1	0	0	0	4	1	1	0	0	0	1
SLFN11	74	16	406	862	320	578	999	725	860	748
SLFN12	11	6	49	125	54	52	229	95	98	116
SLFN12L	3	3	13	102	7	39	46	30	69	79
SLFN13	25	192	101	1576	445	345	483	403	647	578
SLFN14	0	0	0	1	0	2	2	2	6	2
SLFN5	198	74	544	2677	1289	782	1662	1370	1610	2480
SLFNL1	0	10	7	18	7	5	7	6	8	4
SLFNL1-AS1	5	19	11	33	12	37	25	13	26	7
SLIRP	714	335	937	2521	1046	1260	2226	924	1195	1947
SLIT1	10	144	19	26	29	46	27	97	54	34
SLIT1-AS1	0	0	0	0	0	0	0	0	0	0
SLIT2	111	30	399	154	360	430	956	1761	526	514
SLIT2-IT1	0	0	0	0	0	0	3	1	1	0
SLIT3	84	238	1768	368	378	2251	1769	3782	2699	1300
SLITRK1	0	1	1	0	0	4	6	1	2	1
SLITRK2	8	0	9	3	1	8	62	20	17	23
SLITRK3	0	2	52	7	25	65	271	297	51	69
SLITRK4	8	0	5	12	4	39	67	38	31	34
SLITRK5	2	1	19	6	9	63	143	45	82	16
SLITRK6	320	16	43	25	18	455	340	271	724	960
SLK	248	324	1174	2410	3433	4155	2653	2927	4207	5051
SLMAP	465	218	1680	1852	3904	3810	18099	9152	3332	4675
SLMO1	40	111	87	447	80	45	47	27	45	27
SLMO2	2085	1439	3826	7124	18685	6078	6781	3609	5325	10582
SLMO2P1	2	4	0	0	1	0	1	0	0	0
SLMO2P11	0	0	0	3	0	0	0	0	0	1
SLMO2P2	0	0	0	0	0	0	0	0	0	0
SLMO2P3	0	0	0	0	0	0	0	0	0	0
SLN	0	1	0	4	4	0	0	14	2	0
SLPI	206	550	671	719	7234	2383	5121	1022	3878	717
SLTM	599	680	1003	1671	4667	4127	2006	2039	4994	3809
SLU7	337	148	846	1858	4413	2260	2045	1683	2808	2388
SLURP1	1	0	0	1	0	0	0	0	0	1
SLX1A	0	0	2	0	0	2	0	0	0	0
SLX1A-SULT1A3	1	2	3	11	3	12	3	2	1	1
SLX1B	2	3	2	2	1	1	2	0	3	1
SLX1B-SULT1A4	0	0	0	0	1	0	0	0	0	0
SLX4	70	341	373	352	396	528	174	229	757	381
SLX4IP	176	158	224	576	299	391	191	202	512	470
SMAD1	126	115	361	749	994	1313	1155	784	1622	1264
SMAD1-AS1	0	0	0	0	1	0	0	0	0	0
SMAD1-AS2	0	0	0	0	3	0	1	0	2	1
SMAD2	416	326	1006	1592	2724	3115	3236	2722	3798	3791
SMAD3	614	619	1436	2758	865	3452	1514	1625	3641	3868
SMAD4	261	485	713	2960	2401	2645	2874	2413	3145	2967
SMAD5	462	244	906	2241	3585	1818	2769	1852	2477	1845
SMAD5-AS1	0	0	0	4	3	2	2	3	1	1
SMAD5-AS1_1	0	0	0	0	0	0	0	0	0	0
SMAD5-AS1_2	0	0	0	0	0	0	0	0	0	0
SMAD5-AS1_3	0	0	0	0	0	0	0	0	0	0
SMAD5-AS1_4	0	0	0	0	0	0	0	0	0	0
SMAD6	169	501	579	949	501	613	319	126	590	460
SMAD7	182	233	861	826	1270	3121	892	742	2441	2101
SMAD9	34	25	238	113	277	655	1023	719	951	381
SMAD9-IT1	0	0	0	0	1	8	8	3	9	0
SMAGP	1435	1071	1334	1978	5585	3090	2174	1344	2875	3358
SMAP1	117	225	250	211	1009	1113	960	673	1263	1528
SMAP2	492	650	991	3017	1256	2604	1855	2030	4086	2628
SMARCA1	97	12	273	217	1702	457	1015	1215	480	301
SMARCA2	576	695	1369	3883	5350	5487	2726	3757	7676	5008
SMARCA4	1719	8764	4196	3315	10448	7757	2017	2518	8728	6738
SMARCA5	828	264	1198	3781	8247	3740	3382	2935	5034	4817
SMARCA5-AS1	1	0	3	3	3	0	1	1	1	0
SMARCAD1	274	74	457	2330	2801	1166	1130	816	1390	997
SMARCAL1	245	533	544	605	1317	1099	767	667	1187	1020
SMARCB1	1308	1694	2187	4536	3238	3706	2808	2020	5660	3958
SMARCC1	1328	2040	2711	3959	12064	5102	3761	3493	7757	5413
SMARCC2	698	2284	1813	3641	7885	5199	2299	2415	5611	4012
SMARCD1	630	560	963	3019	7395	2497	1483	1248	2915	2659
SMARCD2	1558	3937	2763	6401	8055	4951	3833	3172	5989	6880
SMARCD3	95	49	360	501	429	362	1091	651	350	253
SMARCE1	430	198	691	3590	5306	2515	3319	2317	3248	2388
