Gene	Length
RP11-757F18.3	519
AC026954.6	1293
KIF26B	14403
LYPD1	2412
GIGYF2	13416
SOX5P	1127
MARK2P11	1670
DNER	3935
SPPL3	6672
RP13-225O21.2	649
TIMM10	777
CASP3P1	609
UPK3A	1051
RP11-863K10.7	2086
ARF4	2595
AGO2	15833
CHRNA10	2703
TUB-AS1	2021
RP11-424E7.5	128
UPK3B	2660
DLX2-AS1	950
IL36A	888
RP11-463I20.4	369
CDC27P1	715
RP5-882O7.4	492
TPM1	12492
OR13Z3P	391
RNU7-121P	62
RP11-285G1.2	1444
MIR1469	47
RP4-669L17.10	4792
MAFA	2504
TMEM199	4620
RP11-64C12.9	467
RN7SL538P	304
RP11-92B11.4	771
AF216667.1	103
UBD	1087
AP000344.4	795
PTOV1	5962
CTD-2020K17.3	2293
RNU6-619P	108
KCNH5	12320
RP11-386G21.2	772
HERC2P2	6965
RP11-797A18.3	264
NUP188	8041
HNRNPCP9	859
RP11-376P6.3	513
F8A2	1116
RP11-265D20.1	223
RP11-541G9.1	573
AC099754.1	454
C2orf43	4433
ARGFXP1	961
RBM12	6702
TBX10	1548
PGAP1	12761
RP11-577H5.1	794
TSSC2	3666
AL353141.1	90
RNU5A-1	116
CTC-228N24.2	388
KANSL1-AS1	976
MIR4514	57
CTD-2650P22.1	865
UGT1A6	5180
RP11-133L14.5	782
AP000478.1	151
PDE4B	8644
MAGEA5	942
RP11-136I14.2	294
RNU1-57P	166
RAD17P2	1977
CTD-3093M3.1	93
RP11-148I19.1	977
RPL21P32	477
RP3-422G23.4	855
HEATR1	9049
RP11-626E13.1	618
PRKD1	5187
TPBG	6904
HMGN2P34	269
RP11-680G10.1	289
AC239868.1	141
PBX4	2554
RP11-25H11.1	413
PRR7-AS1	1701
CCDC146	4457
MIR320C2	50
CTD-2576D5.3	497
CYCS	4457
HAUS8	5533
C10orf105	4934
RNU6-927P	100
RP11-697E14.2	577
KCNH8	6148
RNU6-118P	102
RP11-135A1.3	406
RP11-338O1.2	416
GAPDHP38	1002
RP11-317M22.1	217
RP11-432J24.3	1013
ZNF663P	3030
ZXDA	4113
CTC-467M3.3	676
RP11-332O19.2	400
RNA5SP382	112
HMGN1P15	295
MIR10B	110
AC006534.1	73
HDGFRP3	16253
RBPMSLP	502
MIR526A1	85
PPM1B	7103
RP5-1057I20.5	546
AC011243.1	415
RP5-930J4.2	299
FAM189A1	5545
RNA5SP459	100
AC159540.3	555
RP4-714D9.2	384
LA16c-313D11.13	417
RNU7-154P	62
ACSM5	3963
RN7SL618P	296
CSNK2A3	1416
RNF148	1304
ATF3	4040
RN7SKP97	333
MIR6743	71
MIR340	111
CCNL1	8729
BEND6	5588
RP11-497G19.7	2699
RP11-290K4.2	835
CFAP97	6886
AC009970.1	432
ST3GAL1P1	1014
RP11-334G22.1	338
SLX4IP	6492
SULT2B1	2822
AC078883.3	1077
RP11-155L15.1	1227
NPM1P45	559
RNA5SP212	107
AC097463.2	142
CECR6	5069
RP11-6L6.4	466
AL513523.2	1186
SAMSN1-AS1	840
DKFZP434K028	2889
FSHR	3170
NOVA2	8684
ACKR4	2273
GEMIN2P2	715
PNPLA1	2567
C8A	2356
MIR5092	88
LRRCC1	5065
RP11-434C1.2	188
RN7SKP102	315
RP11-11A9.2	283
SNORA14B	135
CASC19	367
AL137797.1	83
LA16c-60G3.6	568
C19orf70	1854
RPL31P28	351
REST	7955
RP11-488C13.7	721
MIR1289-1	144
BX470102.3	531
HNRNPA1P2	960
RP11-400N9.1	2285
RP11-295G24.5	531
LINC01436	1048
IMMP1L	2854
COA1	11820
AC018766.4	548
RP11-382D12.1	333
CFAP43	7184
KDELC1	2367
TMEM125	2127
AC233299.2	112
CFH	8145
FAM3C	3422
PHB2	2499
GPR17	2671
BTNL9	5565
AF224669.3	463
RP11-81A1.7	702
KCND3-IT1	376
MIR4717	72
RP11-314N13.9	3658
SNORD114-12	75
HLA-T	450
UTS2	1791
AL391827.1	59
AC090617.1	404
CCAR1	6059
RP1-122K4.2	696
AP000235.3	479
TMEM245	9484
RP11-709D24.6	1543
RP11-442N24__B.1	978
MTND6P3	542
DPM2	3133
MIR588	83
RP5-1028K7.1	1473
BANF1P2	264
RP11-51P8.1	768
RP11-473C18.3	532
SLC5A4	2030
RNU6-932P	106
ITGB5-AS1	460
RP11-656D10.3	605
HMGB1P44	572
MLLT6	13315
RP11-76E17.1	102
NCR3LG1	6438
CSNK2A1	6047
RAB11B-AS1	1156
GBX2	2315
ATG4B	6638
VAMP3	2760
XXbac-BPG299F13.17	2838
NGRN	7694
TCF21	4551
RP11-734K2.3	286
TRAM2	6908
RP11-133K1.11	684
ZNF720	9816
RP11-214J9.1	820
ING5	8200
KRTAP5-1	942
OR52K2	1067
RNU6-845P	103
RAB28P1	641
ENPP7P6	929
RNU6-43P	107
GOLPH3	2785
RP11-473M10.3	2034
COMMD5	2917
CH17-118O6.3	553
AP000857.3	419
TET1P1	2301
CH507-42P11.3	1404
MIR4305	102
RP11-63N8.3	821
CEP57L1	6432
AL139042.1	84
MDH1B	3110
SNORD113-2	72
RPS3AP46	682
AC018463.1	135
NKAIN2	4108
L3MBTL1	10674
RP11-101E14.3	640
RP11-152N13.5	940
ASNSP3	1306
SEC61A2	3916
HHEX	2525
RP11-310I9.1	447
SPATA31A7	4989
FXR1	12054
GPR119	1008
TAP1	4578
RP11-481J8.3	1658
PLXDC2	12567
CARS2	10460
SNORA36A	132
RN7SL366P	292
RP11-120K24.4	647
MIR889	110
RP1-297M16.2	804
SLMO2P11	479
WFIKKN2	3971
RP11-238K6.1	4171
TMEM50B	4495
CTD-2314G24.2	7152
PCDH15	15357
LINC01231	886
UBE2L4	464
RP11-201O14.2	163
RP11-260M2.1	740
RN7SL284P	275
SNORD79	84
AC035144.1	101
AC004812.1	88
RP11-574K11.31	5818
UPK1A	1366
RP11-760H22.2	752
RP11-214K3.25	504
RP5-1054A22.4	549
C18orf54	6062
TUBGCP2	7697
RP11-1049A21.2	577
OR7M1P	533
SBNO2	6626
RP11-776A13.1	571
RBMY2UP	324
RP11-619L19.1	396
ADAM28	9351
ZNF30	2745
PGBD2	3651
C16orf62	9767
WDR11	10837
NRF1	4125
RP5-1065J22.4	609
AC073257.2	528
ZNF518A	10891
PIK3CA	9411
RP11-488I4.2	188
PVRL3	6184
EIF4E2P1	255
USP11	5269
CTC-338M12.6	1484
CTD-2566J3.1	537
AC063944.1	106
METAP1D	4850
GIMAP7	1256
SCNM1	3265
TTR	2173
CGA	2284
RP11-7F17.5	2924
RP11-794P6.3	521
NR1I2	5381
RP11-131M11.2	1360
RP11-734K23.9	3067
RP11-84A19.3	537
RP11-256I23.1	448
RP11-329N15.3	1991
RP11-27I1.4	1389
CTD-3138B18.6	550
RP11-267J23.1	511
RNA5SP25	110
FAM169B	3301
CROT	4979
RGS19	2028
RNF186	1250
RNU6-979P	107
AC068799.1	94
AC097465.1	136
RNU7-37P	60
SSSCA1-AS1	1942
RP11-727A23.7	766
COX7A2	1922
RP11-819M15.2	309
LINC01513	483
RP11-54F2.9	1739
LMBR1L	6047
GNPNAT1	4009
MIR6510	54
AL358794.1	76
RP11-69I8.3	495
Clostridiales-1	135
HSPB7	3910
RP11-527J8.1	626
FEV	2049
ATF4P1	1073
HMGB1P27	603
LL09NC01-254D11.1	1990
CHST7	2289
ABCF2P2	296
RP11-18H21.1	2011
RP11-348H3.2	479
KRT13	2913
RP11-313C15.2	603
SLC6A2	5463
AC023818.1	77
AC006262.4	849
RP3-395M20.12	996
SNORD43	64
OR1AC1P	76
RP6-201G10.2	1432
PRSS3P4	162
OTUD7A	14331
RP11-209D14.4	366
SAA2	2227
RNU1-2	164
BAK1P1	636
CTD-2122P11.1	1562
TRGJP	61
CTD-2302E22.1	351
AL022393.7	487
NPY2R	3628
XX-FW83128A1.2	341
LINC00544	1502
RP11-223J15.2	1186
IGHV3-15	437
RP11-480I12.2	190
CTD-3105H18.11	621
GOLGA8VP	1798
STXBP3	5895
RP11-395L14.11	2128
RP11-109N23.4	1000
ECEL1P1	1742
DDX3P1	1950
UBTD1	1706
RP11-840I19.5	443
RP11-386I14.4	209
RP11-435D7.3	539
KRT8P22	1415
RP11-403P17.3	511
GNGT2	1689
RP11-5P4.3	157
PCAT4	2247
MT1DP	191
DPPA3P2	1219
RP11-621H8.1	475
CCDC28B	2818
CBFA2T2	9457
PARK2	4899
LINC01541	3105
AC005538.1	109
RP11-16F15.1	468
AC093166.2	330
UGCG	4615
CRYZP2	1049
RP11-468H14.2	2292
RP11-764K9.4	931
HSPE1P25	251
BNIP3P38	544
RP11-118K6.2	608
RP11-20E23.1	405
TRIM75P	1407
RP1-97D16.1	1495
PIH1D3	1931
AC067805.1	52
AC005682.6	1467
COX7A2P1	315
RP11-152H18.3	744
CCDC74B	4487
SLC34A1	4529
PRINS	88
MIR4425	84
CTD-2012K14.3	336
RP11-177B4.2	1741
SCGB1D5P	247
ZNF264	12532
RP11-535E8.2	205
CTD-2151A2.2	412
CTC-508F8.1	405
AC004837.4	565
RN7SL130P	305
AC118063.2	90
FERMT3	3066
RP11-553N19.1	564
LINC01532	2019
U82695.9	700
PRDM15	13004
RP11-460N20.3	194
MIR6729	65
EMP2	8718
RP13-554M15.5	975
CTD-2313J17.3	526
RP11-51E20.1	252
PEPD	4157
RP11-273B20.1	1179
AP001605.4	954
CTD-2540L5.6	2941
RP5-1142A6.5	213
RP11-91G21.1	561
AXL	5154
RNU6-72P	106
RP11-166B2.9	109
RNU6-944P	107
AC069213.1	1680
FBXO32	7395
RN7SL849P	295
UNC5A	4356
TTTY13	659
RP11-547C5.2	552
DDO	2130
RP11-439L18.2	402
ZNF672	3741
MIR223	110
SASS6	3972
CTD-3064H18.2	560
EDAR	4426
ZNF205	2330
RNU6-469P	101
RP11-875O11.1	2268
TPRX2P	881
DTNBP1	3052
LIMS3	1684
WBSCR22	7944
AC009005.2	863
PAICS	7517
RN7SKP92	244
RP11-927P21.1	1357
USF2	4952
OR2S1P	950
PSAP	3224
POLR3H	6594
RP11-429P7.1	902
RNU6-107P	102
KIAA0087	4283
HIGD2B	1116
RN7SL709P	300
RNF2P1	1010
MIR197	75
CU463998.3	82
NDUFV2-AS1	1432
OR1E3	944
PRRC1	9064
RNU2-9P	145
RP11-96D1.7	490
RNU2-57P	191
RP11-296C13.1	871
AC002115.9	568
RNU6-776P	104
ODC1	2968
OR52E3P	936
C19orf67	1540
RNA5SP28	119
CTPS1	5462
RP11-26J3.4	1593
H2BFM	1882
NGDN	4654
AF131215.1	520
RP11-700H6.1	2054
AC006195.2	923
BCRP5	253
RP11-108B14.1	473
AQP4-AS1	6944
RP11-132E11.2	666
RARG	5127
AC006994.2	506
AC108039.1	609
LINC01038	428
MIR4265	99
OVOL2	2175
RP11-4K3__A.3	282
AP000431.1	790
SLC22A5	12788
PREX1	7393
RP11-643C9.1	385
C7orf55-LUC7L2	6316
RP4-555D20.3	548
GPR126	8473
AL592549.1	101
C19orf44	4421
RP11-728D14.6	835
RP1-234P15.4	1519
HAT1	6790
AL050303.12	666
LINC00910	6895
IMPDH1P11	1504
SLC52A1	3934
RP11-568K15.2	217
CYP2W1	2773
MTND5P27	1720
FANCA	9736
WBP1LP5	414
RP11-293G6__B.2	232
HIF1A-AS2	533
PPIG	7368
RP11-197P3.5	670
HMGB3P22	825
RP11-552F3.13	230
CTA-299D3.8	3629
CTC-312O10.2	272
KIF25	2797
RPS18P9	460
RP11-320N7.2	588
RP1-266L20.2	403
SLC22A4	2688
RBM46	4027
C10orf12	4929
SULF2	6657
ALDOC	2928
IQCD	2460
ASS1P12	1227
RP4-789D17.3	3779
COX6CP8	226
RNU6-274P	107
CRYM	3782
RP11-23I7.1	445
TOMM22P1	312
RP11-379J13.1	285
MLH1	3532
CYCSP55	311
RNU6-763P	106
IGKV1OR-2	350
MPP3	4491
CEACAMP8	580
POTEE	4192
AL732374.1	78
SI	6138
RFPL3-AS1_1	88
RP11-14O19.2	879
RP11-274B21.1	829
RP11-267M23.1	2177
OXCT1-AS1	2065
RNU6-479P	105
RP11-389J22.3	312
RP11-329B9.1	2591
CTD-2583A14.9	1020
LINC01350	1265
RP11-152L7.1	215
SCYL1	4282
ANKK1	2598
GAPDHP28	1003
MIR1296	112
AL138726.1	101
RP11-256K7.1	505
STAB1	10588
AC006427.2	712
RP11-305F18.1	512
RP11-109E12.4	800
OPCML-IT2	398
SNORA69	137
RP11-777B9.1	781
AC008914.1	72
SCAMP2	5000
RP11-510M2.5	409
RNU7-97P	62
RP11-1137G4.3	515
RP11-89M20.1	286
LINC01476	726
RNY4P37	96
RP11-1166P10.8	345
RERG	4157
ALG9-IT1	684
SULT1D1P	882
RNU6-481P	107
GOLT1B	3789
AC026202.3	672
LTBP1	7329
TCF7L2	4935
FGF3	892
RP11-642D21.1	716
NLGN4Y-AS1	532
AC026357.1	97
SOWAHA	3211
SC22CB-109E1.1	10102
RP11-2N5.2	581
BACE2-IT1	382
NEXN	4436
EEF1A1P36	1351
RP11-574F21.2	557
AC007006.1	87
ANKRD52	8820
AL512359.1	132
AC073218.3	171
MAP7	5447
RP11-434C1.5	247
CCNJL	4736
STMND1	2882
ESCO1	5288
RP11-457D20.2	1026
RBM22P3	954
RP11-297D21.4	1640
RP11-20D14.4	572
ZNRF3-IT1	674
SLITRK5	21103
ICAM2	3243
ZNF385D-AS1	705
RP11-706O15.3	4381
LINC00708	916
MBLAC1	1571
RP11-554K11.2	440
RP13-512J5.1	421
NOP10	554
CTD-2588C8.8	442
SIGLEC15	3598
RP11-351K23.3	1122
AL596268.1	128
AC067960.1	812
RP6-166C19.15	252
TMEM17	2982
MIR2117	80
RNA5SP240	128
RP11-501O2.3	604
TMEM30B	4471
N4BP3	6080
AC003681.1	94
ITPRIPL1	4652
PAX8-AS1	16398
RP11-535I24.2	758
UBE4B	9128
MIR324	112
RP11-280H21.1	515
HMGB3P13	607
ZNRD1-AS1_2	76
CKMT1A	3109
RP11-451F14.1	835
GHRLOS	70
TMEM33	8240
SEMA5B	6224
RP4-635E8.1	499
RNU6-1225P	65
FAM74A4	1956
RP11-222O23.1	408
FREM2-AS1	465
AP000787.1	119
MIR335	94
TSGA10	7375
RP11-281O15.7	515
AC006129.3	707
PFN1P12	534
SDHCP3	506
RP11-264L1.1	1347
HOXA4	1747
CRCP	3540
EBF3	4623
RP11-763B22.7	318
DBX2	2806
RP11-405A12.1	1498
FBRS	7218
RP11-16F15.4	352
RPS26P5	335
AC079779.7	4775
RP11-735A19.3	703
RP11-394O2.3	594
RP11-777F6.3	651
RP11-472N19.3	580
SHQ1	5841
WDR5B	3720
PCTP	5880
MIR3686	86
SLC38A7	6991
XXbac-B444P24.8	2228
OR10G7	945
RP11-94P11.4	445
RP11-503G7.2	615
RPL38	3829
RP11-401E5.2	1618
LINC00570	1650
LINC00493	1098
AC092636.2	142
RP4-744I24.4	159
RP11-488L18.6	270
RP4-693M11.3	693
SNRPCP5	189
SCCPDH	2503
RP11-108K3.3	363
FTH1P26	701
OR2AT4	1042
RNU7-19P	66
TRGV8	468
AL137792.1	106
MIR515-2	115
RN7SL571P	295
UBE2Q2	3852
PKN2	6897
LCE4A	680
SMTNL2	2470
RNU6-477P	107
AL391559.1	75
AF131217.1	6532
ABCG8	2665
AP3B2	8866
ALDH8A1	2868
PISRT1	107
RP11-747H12.3	925
TRBV5-7	343
OR6P1	954
RP11-52L11.6	598
RP11-463M14.1	186
RNU6-933P	107
RN7SKP13	244
FAM133B	4462
RP11-874J12.4	1455
RP4-535B20.1	310
DCUN1D5	1700
RP11-1036F1.1	610
C8orf49	1968
AC008264.4	367
RP11-661O13.1	780
AC069303.1	101
C9orf43	2290
MIR541	84
ARMC6	4052
MTND6P15	521
DSC3	7056
SNAP25	3357
RPEP1	658
CTD-2024D23.1	564
RP11-252C15.1	1259
OR1A2	930
LINC00964	5038
AC073130.3	917
MIR4636	80
C18orf12	537
LINC00993	741
MLEC	6723
GREB1	12361
MIR491	110
CTD-2325A15.3	499
AC116618.1	102
DACH2	7039
MIR6724-2	92
PCDHB15	4017
CENPUP1	1202
SUMO2P4	276
MIR4535	59
KCNAB3	4580
PDCL3P3	715
NDUFA5P8	346
CH17-140K24.6	398
RP4-655C5.4	1548
RHOT2	5174
ENDOD1	4687
HAPLN1	6956
RP1-60O19.1	6610
PCDHB11	4198
AL022336.1	110
RP5-1077H22.1	404
HSP90AB1	2980
AL022328.1	168
TMEM185B	2131
CACNB2	6537
IGHD2-21	28
BARHL2	1979
TMEM207	1448
GLTP	2696
RP11-314N14.1	914
RPL22	4900
MUM1L1	4343
RNU5B-4P	111
H3F3BP2	357
RP11-697H10.1	406
NABP1	13806
RP11-57H12.3	2505
AC015971.2	2860
TRIM11	8493
AC127904.2	1413
TBPL1	5039
RNA5SP99	114
RN7SL279P	284
RP11-343H19.1	1201
RNA5SP291	105
AC079354.6	154
ASB5	4064
METTL21A	6798
RP1-180M12.1	490
AMFR	5758
RP11-491F9.6	309
CABYRP1	1045
RPL7P14	741
RP11-320M16.2	928
MIR876	81
RP11-538D16.2	2463
RP11-66B24.2	1479
RPL3P3	1213
RP11-44N21.1	1177
AL132671.1	52
RPL39P3	156
AP000936.1	255
STAR	3767
LINC01276	999
RP11-554D14.2	679
AC023481.1	938
RP11-196D18.1	419
CBLB	11840
LKAAEAR1	868
ADIPOR1P1	1074
LINC00685	428
GRK6	4355
RP11-822E23.6	935
RP11-584P21.2	2286
RP11-507F16.1	127
CDH23	18059
RP11-378A12.1	1722
AC008780.1	128
RNA5SP110	115
RP13-16H11.7	472
CTB-180A7.3	559
MIR105-1	81
CTD-3001H11.2	582
AC118754.4	370
RP11-104H15.9	327
RP11-173C1.1	1056
RGSL1	8575
CYP3A4	3141
VN1R40P	941
TRAJ20	57
RP11-53B2.6	611
BACH1-IT2	1291
AC246787.5	60
FAM132A	1794
RP11-312P21.2	168
OR4C45	921
ATP6V1B2	7816
CTD-2575K13.6	707
RP11-959I15.4	327
AC011313.1	87
PNISR	10870
RP11-474C8.3	634
FIZ1	6790
CBWD1	14170
GIT1	5635
OTOF	7885
ZDHHC11	6953
RP11-1437A8.6	540
CTD-3025N20.3	623
CTD-3193K9.1	345
LINC00853	661
RP11-332H21.2	1070
LINC00847	2453
VWCE	4874
ZSCAN32	4013
CCDC180	14155
Z83826.1	89
RNF24	7668
AC009495.3	506
C2orf91	4038
RP11-483G21.3	1107
CANX	6235
FAM83C	3145
CHEK2	4142
DVL3	6090
RN7SKP5	272
FAT2	14537
CTD-2515O10.5	520
RNU4-20P	151
UBA52P7	380
RNU6-1048P	107
TRAJ6	62
NECAP1P1	830
TRAJ14	52
MIR6794	68
MIR4313	101
RAI1	9693
AC126917.1	93
RNA5SP227	113
RNU5E-10P	118
RN7SKP280	304
TMED8	7784
RP11-195B3.1	463
CSPP1	7024
MTND2P33	1031
PKD1L1	9538
RP11-454F8.3	549
CCDC91	7535
RP11-167J8.3	347
TUFMP1	1347
ASB9P1	793
RP11-616M22.2	476
MDM1	6549
RP11-12G12.7	913
RP11-769N21.2	778
OR10W1	1469
CTD-3113P16.9	87
AL136303.1	84
RNU6-668P	107
CTD-2516F10.2	7284
GFM1	9032
ARHGEF10L	7817
NEK1	7755
AL354984.1	152
FTHL17	813
SMURF2P1	570
RP11-49K24.5	273
ZNF561	6467
RP11-666F17.2	460
LGALS8-AS1	1457
AP000648.6	397
CYB5P4	399
RP11-253M7.1	2265
RP1-20B21.4	311
RP11-15H20.2	547
IFT27	8009
RP11-15I11.2	510
RNA5SP505	108
GS1-57L11.1	610
ARHGEF34P	4532
CHGA	3102
LAPTM4A	1946
AC104777.4	1354
LHX3	3089
RP4-775C13.3	430
RP11-178L8.7	401
TMTC4	6272
RP11-119D9.1	3962
RP11-1O7.1	884
RP11-478B9.1	499
RP11-432M8.5	597
AC114494.1	1586
WRB	5558
SNORD2	69
SCN2A	12429
RP11-432M8.14	233
RP11-532L16.3	533
ZSWIM5P3	2743
TONSL	7111
TMEM109	2421
OXSM	2486
C4orf17	3261
OR5BJ1P	883
EEF1DP3	3645
RP11-62N21.1	464
COL21A1	7078
CTD-2306A12.1	544
CDY19P	1613
RP1-50A13.1	234
RP11-304C16.3	841
CAPN5	6166
RP11-101P17.14	106
ARHGEF9-IT1	394
STAG3L1	2094
TSEN2P1	1387
RP11-480G7.3	256
TGFBR1	6844
THUMPD3	5365
RP4-570O12.3	3502
RP11-96A1.4	819
HERC2P4	6046
KCNV1	6979
MCCC1-AS1	765
MIR4655	74
OR4A1P	920
RP5-1070A16.1	2229
BCDIN3D	3721
RAI1-AS1	724
RNU1-31P	176
FAM206BP	541
RP13-395E19.3	1097
RP4-811M8.1	708
RP11-54F2.1	800
LRG1	3133
RP11-1338A24.1	464
ALG1L3P	765
RP11-538P18.2	1696
AC092687.5	565
DDX50	2692
ABCA10	8405
RP11-419L4.1	575
WDR93	4068
RP11-435O5.4	476
RP11-757H14.2	273
LINC00578	1234
SH3BGRL3	1786
CLEC14A	2267
RP11-207F8.1	512
HPS6	2649
HSD17B10	1115
RPS10P16	496
RP11-79D8.2	253
KRT86	2394
WIPI2	8977
IL10RA	6548
RP11-17A4.3	861
AL645608.1	57
CYP26C1	4364
C9orf66	2918
LINC01066	399
SNX32	3966
ELTD1	3527
GOLGA8S	4349
RNU6-1151P	107
CLDN18	3880
SIGLEC17P	2280
AC124916.1	76
HTRA4	2095
RP11-991C1.1	737
RP11-470C13.4	1967
HS1BP3	9059
PMEPA1	5619
AC079305.5	561
TTC39C	7188
SNORA58	137
RP11-876N24.1	1161
RP11-132E11.4	301
AC016831.7	1616
ABCA5	13158
RP11-451B8.1	766
RP11-343L5.2	1589
HMGN1P36	298
RP11-335E6.2	823
MTCO3P2	171
ITSN2	12022
CLOCK	11762
PTCD2P2	1095
RANP8	713
PARP4	6080
RP11-203M5.2	468
AC034187.5	80
ZNF534	3279
NLN	10948
RPS7P10	603
RP1-177I10.1	442
DCST2	3071
TRAV15	249
MMP2	4933
PCA3_2	409
ARRDC4	4072
KB-7G2.8	875
RP11-210K20.5	666
RP11-485B17.10	630
AC112220.2	355
RP11-407P2.1	480
CISD3	2663
DDX6	11444
RP11-448P19.1	975
RNGTT	4916
U91328.1	141
RPS6P2	705
RP11-478C6.2	487
AL591704.7	181
ATF5	2954
RP11-100G15.3	779
SLCO4A1	4051
RP11-185H22.1	238
BABAM1	2607
CES4A	4340
OR51C4P	948
ZNF681	6497
CTD-2240J17.2	626
MLST8	4323
P2RY13	2764
RP11-513I15.6	8287
FAM149B1P1	1610
MIR522	107
SC22CB-1D7.1	484
MIR3620	79
CTC-543D15.8	865
AC005954.4	556
PGA5	2913
RP11-380D23.2	832
RP11-370I10.6	562
MIR412	91
RP11-136O12.2	1415
RP11-458F8.1	298
BHMT	3519
PLD3	5184
KB-1674E1.2	1534
RP11-159F24.5	512
AARS2	4298
AL137855.1	93
IFT81	7005
EME1	3294
OR5AP1P	940
RNU7-8P	62
PGBD5	10662
NLGN4X	7441
RP11-644F5.17	165
AKT2	15035
RNU6-1144P	104
RBM34	3113
TIE1	6694
NOS1AP	7771
RP11-810K23.9	401
PRKAR2B	4318
ST13P11	720
CTC-224D3.1	355
MN1	7693
RPL36AP15	266
STIP1	4657
IL22	1178
RP5-837M10.2	467
TIPIN	2755
CTD-2308B18.4	608
RP11-110F24.1	213
RP11-473P24.2	707
CTD-2410N18.1	436
SMCO4P1	177
AC084357.1	57
SORCS3-AS1	1278
XXbac-B476C20.13	2493
RPL23AP22	453
CTD-2315A10.1	348
HCCS	2335
AL109922.1	100
RP11-697N18.1	779
RP11-402G3.3	731
MIR3151	76
RP11-397E7.2	315
RP11-40E6.2	552
RP11-262K1.1	593
LINC01554	2061
LINC01550	5850
AC108137.1	79
EEF1A1P10	1390
AF111168.3	78
RP11-383J24.2	490
AC096574.5	2057
SETP22	957
RP11-266O8.1	3677
AC004951.5	790
MIR654	81
MIR5002	97
UBTFL3	1024
VN1R11P	868
UBE2WP1	340
ANKRD18A	5530
SRPK2P	1100
RN7SL798P	301
CMTM8	1174
SNORD21	95
MOB3B	7087
PSMB5	1765
KRT18P10	1287
SEC31B	7938
CABP1	5858
SNORD115-45	81
PRH1	1792
RP11-72J9.1	132
RP11-793L10.1	426
AC025750.5	450
NEK3	4272
LRRC47	4516
RP11-415D17.3	2237
SLC16A13	2087
RNF7	3147
VTRNA1-3	89
RP4-781L3.1	402
RNU6-1146P	102
RP1-91J24.3	501
RP11-524K14.1	484
GCDH	4136
PCMTD1P2	355
SEMA3B	5768
RPLP0P6	954
AP001340.1	95
CTD-2117L12.1	1184
PIP	585
MARK2P10	1437
AC008781.1	83
POU2F2	8903
OR5T1	981
RP11-145E17.3	1951
RP3-429O6.1	933
CTB-95B16.1	207
CDK4	3168
IGKV1-37	398
RP11-700J17.2	561
RBM45	4784
SPATA13	1721
ARPC1B	3979
RP11-444P10.1	749
IGHD4OR15-4A	19
AMY1C	1632
IGKV3OR2-5	281
SNORD121B	81
ZBTB37	19464
RP11-80H5.5	621
RP11-502F1.1	2506
CTD-2609K8.3	464
PFN1P1	423
RP11-522N14.2	2256
SDHAF2	2492
RP13-526J3.1	166
FMO2	6239
GARNL3	9695
NDC80	3600
PWRN4	420
AC013444.1	1904
CCT7P2	1454
RP11-121A8.1	1968
GOLGA6A	3505
DPPA5	679
RP1-292B18.1	405
CTC-806A22.1	530
AC104012.1	85
RP11-432M8.9	594
RP11-1212A22.1	6804
RP11-962G15.1	673
SEC61A1	4697
EIF4EP4	578
NECAP2	5559
STEAP1	1625
ZBTB22	2728
RP11-640A1.4	259
IGKV2D-40	336
HSP90AA5P	2192
RP11-1250I15.3	647
AC005307.1	1570
TRBV12-1	344
ZNF862	8430
RNU6-31P	108
AC093899.3	376
RP11-247A12.1	241
AC092574.1	107
PRR32	1228
C17orf59	2575
RPL5P26	877
CTC-458G6.2	707
FGF19	2447
LILRB5	7017
IFI27L1	2380
RP11-843B15.1	147
RP11-493E3.1	746
RP11-378I6.3	756
GIMAP8	4184
UCKL1-AS1	3602
HSPE1P20	289
RN7SL67P	296
HSPE1-MOB4	890
RP11-345I18.1	171
AP002802.1	65
LAMP2	5526
RP11-407N8.6	523
AC092841.1	85
RP11-36C20.1	629
UBA1	6437
PGF	5962
Pinc	154
RNU6-400P	106
RARA	4731
OR4M2	1084
RP11-119F7.3	745
ENTPD7	3657
ALX1	1445
SNORA18	131
RNA5SP210	120
LINC00518	1895
RP11-809C18.3	1657
OR4F14P	939
NOS2P3	3643
RBMY2JP	1059
CH17-53B9.4	333
HCN2	3408
CYB5AP5	389
METTL7A	4083
IL9RP3	1674
AQP3	2928
AC104331.1	84
RNU6-141P	105
LL22NC03-22D1.1	29026
MIR519A1	85
RGPD6	13309
NOP2	4687
RP11-373E16.1	414
RP3-492P14.2	979
RP11-291L22.4	727
MIR6793	63
EEF1A1P25	1267
AC000124.1	957
SNORA42	135
RNU6-73P	107
MRPS11	5625
DIO1	2282
AC100757.1	83
RP11-823E8.3	2257
GS1-124K5.6	301
NANOS2	1657
RFPL1	1496
RP4-798A10.7	1110
RGS14	3797
AL162375.1	92
LINC00937	5663
IGHV3-74	587
RP11-12M9.4	1060
SNORD22	126
ASMTL-AS1	1335
RNA5SP468	93
RNU6-166P	107
TRDN	6700
CCL7	863
CTD-3064H18.4	3267
RP11-113K21.4	436
RP11-451H23.3	1039
IL22RA2	2897
RPS24P6	400
AC005237.2	219
METTL18	1578
RP11-1250I15.1	224
RNF207	6585
STK24-AS1	1278
RP11-298I3.6	1135
AC024067.1	223
RP11-628O18.1	289
RP2	3803
RP11-298E9.7	447
RP11-805I24.4	479
PNPT1P1	2315
PIP4K2C	3299
CH17-333M13.1	1807
